,links,images,brands,price,rating,category
20,https://www.flipkart.com/raymond-men-checkered-casual-maroon-shirt/p/itmdbf144e714941?pid=SHTG8KTZ8KVEPGHW&lid=LSTSHTG8KTZ8KVEPGHWUUSJNM&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk&srno=b_1_21&otracker=browse&fm=organic&iid=en_R4Nwnvi%2FSd2x%2BLUaYmXTQOTll5atEheK%2FELcJM8GfKGiUr5%2BlylIMuPp4mWSF2rnIG9jSQAYUhjH716In%2BFz5g%3D%3D&ppt=None&ppn=None&ssid=g277d0ymhc0000001656496922405,https://rukminim1.flixcart.com/image/330/396/kx50gi80/shirt/q/k/b/40-rcsq01493-m7-raymond-original-imag9nwfsurtr3hh.jpeg?q=50,Raymond ,"₹1,149",3.9,shirts
21,https://www.flipkart.com/raymond-men-solid-formal-grey-shirt/p/itm47ec62eaf0dc8?pid=SHTG8KTZQGUVQUUP&lid=LSTSHTG8KTZQGUVQUUPM2ISPM&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk&srno=b_1_22&otracker=browse&fm=organic&iid=en_R4Nwnvi%2FSd2x%2BLUaYmXTQOTll5atEheK%2FELcJM8GfKHDyOo%2BO7RfdrD5%2BFF229toYKoIrTexFzml7ZVeQBBvOw%3D%3D&ppt=None&ppn=None&ssid=g277d0ymhc0000001656496922405,https://rukminim1.flixcart.com/image/330/396/kxrvi4w0/shirt/u/l/q/40-rmsz11026-k3-raymond-original-imaga5r5cwqfz7yh.jpeg?q=50,Raymond ,₹799,4.3,shirts
22,https://www.flipkart.com/roadster-men-checkered-casual-dark-blue-shirt/p/itmfgmwwvyhgdtud?pid=SHTFGH5NSMDXSJSE&lid=LSTSHTFGH5NSMDXSJSEIVKNUN&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk&srno=b_1_23&otracker=browse&fm=organic&iid=18776076-c2ce-4220-809b-817558b94de9.SHTFGH5NSMDXSJSE.SEARCH&ppt=None&ppn=None&ssid=g277d0ymhc0000001656496922405,https://rukminim1.flixcart.com/image/330/396/kfoapow0-0/shirt/w/n/k/38-8470027-roadster-original-imafw2grdgxyyfkq.jpeg?q=50,Roadster ,₹574,3.6,shirts
23,https://www.flipkart.com/roadster-men-checkered-casual-beige-shirt/p/itmc926d80ad332b?pid=SHTFPHG54YQH675R&lid=LSTSHTFPHG54YQH675RM4JLSK&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk&srno=b_1_24&otracker=browse&fm=organic&iid=18776076-c2ce-4220-809b-817558b94de9.SHTFPHG54YQH675R.SEARCH&ppt=None&ppn=None&ssid=g277d0ymhc0000001656496922405,https://rukminim1.flixcart.com/image/330/396/k7c88sw0/shirt/t/q/8/42-10944906-roadster-original-imafphh3fcpsrwqg.jpeg?q=50,Roadster ,₹750,4.1,shirts
24,https://www.flipkart.com/dennis-lingo-men-solid-casual-pink-shirt/p/itmfenycshgskpxt?pid=SHTF8SXYNGTCMRZK&lid=LSTSHTF8SXYNGTCMRZKRGABNZ&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk&srno=b_1_25&otracker=browse&fm=organic&iid=18776076-c2ce-4220-809b-817558b94de9.SHTF8SXYNGTCMRZK.SEARCH&ppt=None&ppn=None&ssid=g277d0ymhc0000001656496922405,https://rukminim1.flixcart.com/image/330/396/kdj4xow0-0/shirt/s/v/v/m-cc201-dustypink-dennis-lingo-original-imafueutmgyvtfdr.jpeg?q=50,Dennis Lingo ,₹500,4.1,shirts
25,https://www.flipkart.com/dennis-lingo-men-checkered-casual-maroon-shirt/p/itmffery35rgd6jy?pid=SHTFFEKUMG6FZXZH&lid=LSTSHTFFEKUMG6FZXZHUH4X5K&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk&srno=b_1_26&otracker=browse&fm=organic&iid=18776076-c2ce-4220-809b-817558b94de9.SHTFFEKUMG6FZXZH.SEARCH&ppt=None&ppn=None&ssid=g277d0ymhc0000001656496922405,https://rukminim1.flixcart.com/image/330/396/ks0onm80/shirt/b/t/a/s-c442-maroon-dennis-lingo-original-imag5zhyehegnkbt.jpeg?q=50,Dennis Lingo ,₹749,4.3,shirts
26,https://www.flipkart.com/raymond-men-solid-formal-blue-shirt/p/itmc15654aec9cc4?pid=SHTG8KTPCUMFPVHW&lid=LSTSHTG8KTPCUMFPVHWA3CMSW&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk&srno=b_1_27&otracker=browse&fm=organic&iid=en_R4Nwnvi%2FSd2x%2BLUaYmXTQOTll5atEheK%2FELcJM8GfKG%2F15flx3kgeL7LeToWgybZ%2BMa5KIWwPym7osC%2Fu%2FuJOg%3D%3D&ppt=None&ppn=None&ssid=g277d0ymhc0000001656496922405,https://rukminim1.flixcart.com/image/330/396/kyj0vbk0/shirt/u/g/c/40-rmsz11041-b4-raymond-original-imagaqr6cqyb7gbk.jpeg?q=50,Raymond ,"₹1,049",4.4,shirts
27,https://www.flipkart.com/raymond-men-striped-formal-red-shirt/p/itme638eda45d3c9?pid=SHTGBKYKUN7PZCXH&lid=LSTSHTGBKYKUN7PZCXHWKDGRB&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk&srno=b_1_28&otracker=browse&fm=organic&iid=en_R4Nwnvi%2FSd2x%2BLUaYmXTQOTll5atEheK%2FELcJM8GfKHe%2Fe9sbxaHil7DjIAmwU%2BOtnNL7GSeiBQk6cXjrwsong%3D%3D&ppt=None&ppn=None&ssid=g277d0ymhc0000001656496922405,https://rukminim1.flixcart.com/image/330/396/kzllrbk0/shirt/e/f/v/44-rmsc10938-r1-raymond-original-imagbkykfsuakxyw.jpeg?q=50,Raymond ,"₹1,499",4.7,shirts
28,https://www.flipkart.com/wrangler-men-solid-casual-dark-green-shirt/p/itm1d563902deade?pid=SHTG7AM9E2GWW778&lid=LSTSHTG7AM9E2GWW778GROXJR&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk&srno=b_1_29&otracker=browse&fm=organic&iid=18776076-c2ce-4220-809b-817558b94de9.SHTG7AM9E2GWW778.SEARCH&ppt=None&ppn=None&ssid=g277d0ymhc0000001656496922405,https://rukminim1.flixcart.com/image/330/396/l2z26q80/shirt/y/2/8/-original-image7ad6ms3hxkc.jpeg?q=50,Wrangler ,₹959,3.8,shirts
29,https://www.flipkart.com/dennis-lingo-men-solid-casual-light-blue-shirt/p/itmfenyzegh5btcg?pid=SHTEX2H9NQ7WP9FE&lid=LSTSHTEX2H9NQ7WP9FEENOKMC&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk&srno=b_1_30&otracker=browse&fm=organic&iid=18776076-c2ce-4220-809b-817558b94de9.SHTEX2H9NQ7WP9FE.SEARCH&ppt=None&ppn=None&ssid=g277d0ymhc0000001656496922405,https://rukminim1.flixcart.com/image/330/396/jur9nrk0/shirt/k/g/y/s-cc201-skyblue-dennis-lingo-original-imaffhsyqsrmp2vh.jpeg?q=50,Dennis Lingo ,₹500,4.1,shirts
